date,2022,Mittelwert,Maximum,Minimum
2022-01-01,50.58,75.46545454545455,96.91,60.74
2022-01-02,50.8,75.13818181818182,96.53,60.56
2022-01-03,50.85,74.75090909090909,96.28,60.16
2022-01-04,50.71,74.34636363636363,96.12,59.46
2022-01-05,50.25,73.89272727272727,95.94,58.79
2022-01-06,49.74,73.46363636363637,95.63,58.31
2022-01-07,49.21,72.99636363636364,95.25,57.99
2022-01-08,48.84,72.59818181818181,94.86,58.08
2022-01-09,48.47,72.20181818181818,94.69,58.27
2022-01-10,47.61,71.77,94.54,57.89
2022-01-11,46.69,71.29818181818182,94.34,57.47
2022-01-12,45.83,70.85181818181819,94.09,56.91
2022-01-13,45.05,70.43363636363637,93.83,56.09
2022-01-14,44.28,69.98636363636363,93.64,55.51
2022-01-15,43.78,69.47727272727273,93.43,54.83
2022-01-16,43.41,68.95818181818181,93.19,53.75
2022-01-17,42.85,68.34272727272727,92.92,52.55
2022-01-18,42.08,67.64999999999999,92.64,51.26
2022-01-19,41.47,66.99,92.26,50.09
2022-01-20,40.75,66.32727272727273,91.6,49.0
2022-01-21,39.91,65.68,90.91,48.26
2022-01-22,39.36,65.05000000000001,90.27,47.46
2022-01-23,38.87,64.43454545454546,89.56,46.32
2022-01-24,38.02,63.845454545454544,88.86,45.17
2022-01-25,37.15,63.29909090909091,88.37,43.93
2022-01-26,36.41,62.77090909090909,87.98,42.87
2022-01-27,35.88,62.27909090909091,87.59,41.98
2022-01-28,35.29,61.81272727272728,87.02,41.38
2022-01-29,35.09,61.36363636363637,86.51,40.84
2022-01-30,34.9,60.83909090909091,86.04,40.19
2022-01-31,34.39,60.31636363636364,85.88,39.52
2022-02-01,34.06,59.804545454545455,85.84,39.04
2022-02-02,33.72,59.27454545454545,85.77,38.57
2022-02-03,33.47,58.71454545454546,85.46,38.2
2022-02-04,33.29,58.157272727272726,85.08,37.97
2022-02-05,33.22,57.58909090909091,84.59,37.69
2022-02-06,33.15,56.99181818181818,83.83,37.11
2022-02-07,32.84,56.38272727272727,83.39,36.5
2022-02-08,32.61,55.75,83.04,35.8
2022-02-09,32.41,55.08363636363636,82.91,34.83
2022-02-10,32.02,54.47818181818182,82.69,33.83
2022-02-11,31.67,53.86636363636364,82.38,33.28
2022-02-12,31.43,53.28636363636363,81.98,33.07
2022-02-13,31.34,52.70636363636363,81.59,32.4
2022-02-14,31.18,52.18363636363636,81.34,31.78
2022-02-15,30.96,51.78454545454545,81.29,31.49
2022-02-16,30.76,51.42090909090909,81.31,31.1
2022-02-17,30.59,51.095454545454544,81.13,30.68
