date_datawrapper,2023,2022,Mittelwert,Maximum,Minimum
2023-01-01,84.28,58.31,65.63272727272728,85.1,51.26
2023-01-02,84.27,58.44,65.14454545454545,84.26,50.93
2023-01-03,83.9,58.3,64.60818181818182,83.66,50.57
2023-01-04,83.67,57.97,64.02363636363636,83.06,50.25
2023-01-05,83.26,57.33,63.41090909090909,82.4,49.9
2023-01-06,82.97,56.64,62.77272727272727,81.46,49.57
2023-01-07,82.76,55.84,62.13636363636363,80.51,49.16
2023-01-08,82.4,55.33,61.50727272727272,79.74,48.53
2023-01-09,81.94,54.73,60.88727272727272,78.99,47.87
2023-01-10,81.36,53.71,60.24545454545455,78.31,47.27
2023-01-11,80.89,52.66,59.596363636363634,77.61,46.69
2023-01-12,80.48,51.64,58.99272727272727,77.06,46.05
2023-01-13,80.03,50.52,58.40090909090909,76.34,45.46
2023-01-14,79.67,49.37,57.71909090909091,75.25,44.93
2023-01-15,79.2,48.46,57.02,74.2,44.32
2023-01-16,78.45,47.67,56.309090909090905,73.13,43.71
2023-01-17,77.58,46.62,55.554545454545455,72.05,43.02
2023-01-18,76.64,45.6,54.76272727272727,70.91,42.36
2023-01-19,75.65,44.76,53.98181818181818,69.7,41.68
2023-01-20,74.54,43.82,53.21818181818182,68.32,41.13
2023-01-21,73.63,42.9,52.42727272727273,66.82,40.58
2023-01-22,72.66,42.04,51.628181818181815,65.3,39.93
2023-01-23,71.65,41.22,50.845454545454544,63.78,39.33
2023-01-24,70.68,40.28,50.09818181818182,62.41,38.81
2023-01-25,69.74,39.32,49.35363636363636,61.33,38.17
2023-01-26,68.75,38.34,48.653636363636366,60.43,37.48
2023-01-27,67.72,37.4,47.98,59.46,36.91
2023-01-28,66.81,36.67,47.301818181818184,58.41,36.41
2023-01-29,65.94,36.18,46.64545454545455,57.27,35.78
2023-01-30,64.96,35.72,45.98818181818182,56.38,35.19
2023-01-31,64.3,34.98,45.343636363636364,55.48,34.58
2023-02-01,63.53,34.29,44.75,55.53,33.83
2023-02-02,62.66,33.66,44.127272727272725,55.3,33.03
2023-02-03,61.82,32.94,43.61272727272728,54.81,32.31
2023-02-04,61.16,32.49,42.915454545454544,54.11,31.62
2023-02-05,60.52,32.23,42.198181818181816,53.13,30.77
2023-02-06,59.43,32.03,41.49636363636363,51.99,29.92
2023-02-07,58.48,31.53,40.78909090909091,51.15,29.11
2023-02-08,57.42,30.97,40.052727272727275,50.58,28.21
2023-02-09,56.28,30.43,39.35545454545454,50.23,27.49
2023-02-10,55.14,29.85,38.61181818181819,49.59,26.94
2023-02-11,54.26,29.19,37.85090909090909,48.72,26.46
2023-02-12,53.44,28.52,37.087272727272726,47.73,25.76
2023-02-13,52.46,28.13,36.341818181818184,46.81,24.97
