date,2022,Mittelwert,Maximum,Minimum
2022-01-01,50.56,75.46545454545455,96.91,60.74
2022-01-02,50.78,75.13818181818182,96.53,60.56
2022-01-03,50.83,74.75090909090909,96.28,60.16
2022-01-04,50.68,74.34636363636363,96.12,59.46
2022-01-05,50.23,73.89272727272727,95.94,58.79
2022-01-06,49.71,73.46363636363637,95.63,58.31
2022-01-07,49.19,72.99636363636364,95.25,57.99
2022-01-08,48.81,72.59818181818181,94.86,58.08
2022-01-09,48.44,72.20181818181818,94.69,58.27
2022-01-10,47.58,71.77,94.54,57.89
2022-01-11,46.66,71.29818181818182,94.34,57.47
2022-01-12,45.8,70.85181818181819,94.09,56.91
2022-01-13,45.03,70.43363636363637,93.83,56.09
2022-01-14,44.25,69.98636363636363,93.64,55.51
2022-01-15,43.76,69.47727272727273,93.43,54.83
2022-01-16,43.39,68.95818181818181,93.19,53.75
2022-01-17,42.83,68.34272727272727,92.92,52.55
2022-01-18,42.05,67.64999999999999,92.64,51.26
2022-01-19,41.44,66.99,92.26,50.09
2022-01-20,40.72,66.32727272727273,91.6,49.0
2022-01-21,39.88,65.68,90.91,48.26
2022-01-22,39.33,65.05000000000001,90.27,47.46
2022-01-23,38.84,64.43454545454546,89.56,46.32
2022-01-24,38.0,63.845454545454544,88.86,45.17
2022-01-25,37.13,63.29909090909091,88.37,43.93
2022-01-26,36.38,62.77090909090909,87.98,42.87
2022-01-27,35.85,62.27909090909091,87.59,41.98
2022-01-28,35.26,61.81272727272728,87.02,41.38
2022-01-29,35.06,61.36363636363637,86.51,40.84
2022-01-30,34.87,60.83909090909091,86.04,40.19
2022-01-31,34.36,60.31636363636364,85.88,39.52
2022-02-01,34.04,59.804545454545455,85.84,39.04
2022-02-02,33.69,59.27454545454545,85.77,38.57
2022-02-03,33.44,58.71454545454546,85.46,38.2
2022-02-04,33.26,58.157272727272726,85.08,37.97
2022-02-05,33.19,57.58909090909091,84.59,37.69
2022-02-06,33.12,56.99181818181818,83.83,37.11
2022-02-07,32.81,56.38272727272727,83.39,36.5
2022-02-08,32.58,55.75,83.04,35.8
2022-02-09,32.38,55.08363636363636,82.91,34.83
2022-02-10,31.99,54.47818181818182,82.69,33.83
2022-02-11,31.64,53.86636363636364,82.38,33.28
2022-02-12,31.4,53.28636363636363,81.98,33.07
2022-02-13,31.31,52.70636363636363,81.59,32.4
2022-02-14,31.15,52.18363636363636,81.34,31.78
2022-02-15,30.93,51.78454545454545,81.29,31.49
2022-02-16,30.73,51.42090909090909,81.31,31.1
2022-02-17,30.56,51.095454545454544,81.13,30.68
2022-02-18,30.38,50.76090909090909,80.89,30.45
2022-02-19,30.18,50.58636363636364,80.68,30.23
2022-02-20,30.08,50.224545454545456,80.48,29.96
2022-02-21,29.8,49.57545454545455,80.28,29.78
2022-02-22,29.47,49.16181818181818,80.22,29.59
2022-02-23,29.24,48.77090909090909,80.18,29.38
2022-02-24,29.15,48.358181818181826,79.95,29.07
2022-02-25,28.89,47.95636363636363,79.76,28.85
2022-02-26,28.69,47.56181818181819,79.34,28.69
2022-02-27,28.55,47.15909090909091,78.73,28.37
2022-02-28,28.14,46.74363636363637,78.17,26.88
2022-03-01,27.58,46.331818181818186,77.95,25.56
2022-03-02,27.12,45.96909090909091,77.36,24.21
2022-03-03,26.73,45.64181818181818,77.1,23.31
2022-03-04,26.37,45.34,76.78,22.71
2022-03-05,26.14,45.03909090909091,76.39,22.13
2022-03-06,25.92,44.805454545454545,76.16,21.57
2022-03-07,25.43,44.49909090909091,75.98,21.04
2022-03-08,25.01,44.27,75.94,20.48
2022-03-09,24.72,44.09,75.71,20.23
2022-03-10,24.85,43.97727272727273,75.56,20.12
2022-03-11,24.84,43.833636363636366,75.51,20.09
2022-03-12,24.94,43.67,75.48,19.92
2022-03-13,25.1,43.51090909090909,75.31,19.71
2022-03-14,25.05,43.32363636363636,75.12,19.39
2022-03-15,24.94,43.194545454545455,75.06,19.2
2022-03-16,24.93,43.099090909090904,74.94,18.95
2022-03-17,24.88,42.98,74.83,18.54
2022-03-18,24.81,42.81090909090909,74.76,18.06
2022-03-19,25.03,42.625454545454545,74.59,17.36
2022-03-20,25.19,42.450909090909086,74.44,16.74
2022-03-21,24.52,42.35636363636364,74.28,16.11
2022-03-22,24.55,42.20636363636363,74.12,15.54
2022-03-23,24.65,42.016363636363636,73.72,15.18
2022-03-24,25.04,41.96727272727273,73.39,15.03
2022-03-25,25.16,41.81909090909091,73.03,14.93
2022-03-26,25.55,41.74636363636363,72.7,14.75
2022-03-27,25.88,41.68363636363636,72.55,14.6
2022-03-28,26.09,41.68909090909091,72.59,14.47
2022-03-29,26.28,41.655454545454546,72.52,14.33
2022-03-30,26.39,41.71181818181818,72.14,14.31
2022-03-31,26.27,41.67545454545455,71.55,14.46
2022-04-01,26.97,42.43818181818182,72.53,14.29
2022-04-02,27.0,42.35181818181818,72.37,14.25
2022-04-03,26.99,42.42,72.26,14.26
2022-04-04,26.94,42.43454545454545,72.33,14.36
2022-04-05,26.8,42.43181818181818,72.5,14.37
2022-04-06,27.11,42.49909090909091,72.66,14.41
2022-04-07,27.42,42.53363636363636,72.82,14.6
2022-04-08,27.8,42.583636363636366,72.98,14.88
2022-04-09,28.1,42.66,73.19,15.05
2022-04-10,28.43,42.74727272727272,73.46,15.15
2022-04-11,28.61,42.75181818181818,73.78,15.26
2022-04-12,28.92,42.82,74.17,15.4
2022-04-13,29.29,42.85727272727273,74.42,15.48
2022-04-14,29.71,42.902727272727276,74.42,15.67
2022-04-15,30.1,42.96909090909091,74.45,15.9
2022-04-16,30.57,43.09090909090909,74.6,16.0
2022-04-17,31.07,43.23454545454546,74.78,16.27
2022-04-18,31.5,43.405454545454546,75.2,16.62
2022-04-19,31.89,43.60454545454546,75.61,17.07
2022-04-20,32.11,43.81181818181818,75.84,17.48
2022-04-21,32.38,44.07909090909091,76.11,18.01
2022-04-22,32.72,44.35272727272727,76.38,18.66
2022-04-23,33.18,44.56909090909091,76.58,19.0
2022-04-24,33.66,44.800909090909094,76.83,19.33
2022-04-25,33.81,45.03363636363636,77.14,19.67
2022-04-26,33.93,45.083636363636366,77.42,19.99
2022-04-27,34.02,45.24545454545455,77.54,20.19
2022-04-28,34.33,45.39545454545455,77.68,20.58
2022-04-29,34.6,45.57636363636364,77.9,21.03
2022-04-30,35.12,45.802727272727275,78.18,21.35
2022-05-01,35.74,45.89,78.48,21.62
2022-05-02,36.12,46.10090909090909,78.78,21.8
2022-05-03,36.5,46.28909090909091,79.06,22.02
2022-05-04,36.94,46.49636363636364,79.2,22.29
2022-05-05,37.39,46.709090909090904,79.3,22.69
2022-05-06,37.7,46.92363636363636,79.4,23.17
2022-05-07,38.21,47.18090909090909,79.58,23.66
2022-05-08,38.7,47.49,79.97,24.2
2022-05-09,39.05,47.841818181818184,80.47,24.73
2022-05-10,39.29,48.20454545454545,80.99,25.33
2022-05-11,39.64,48.53545454545454,81.25,25.92
2022-05-12,39.86,48.78363636363636,81.11,26.6
2022-05-13,40.52,49.07181818181818,81.13,26.94
2022-05-14,41.13,49.369090909090914,81.17,27.22
2022-05-15,41.79,49.622727272727275,81.27,27.49
2022-05-16,42.23,49.88272727272727,81.52,27.76
2022-05-17,42.66,50.18272727272727,81.87,27.9
