date,2022,Mittelwert,Maximum,Minimum
2022-01-01,50.54,75.46545454545455,96.91,60.74
2022-01-02,50.77,75.13818181818182,96.53,60.56
2022-01-03,50.81,74.75090909090909,96.28,60.16
2022-01-04,50.67,74.34636363636363,96.12,59.46
2022-01-05,50.21,73.89272727272727,95.94,58.79
2022-01-06,49.7,73.46363636363637,95.63,58.31
2022-01-07,49.18,72.99636363636364,95.25,57.99
2022-01-08,48.8,72.59818181818181,94.86,58.08
2022-01-09,48.43,72.20181818181818,94.69,58.27
2022-01-10,47.57,71.77,94.54,57.89
2022-01-11,46.65,71.29818181818182,94.34,57.47
2022-01-12,45.79,70.85181818181819,94.09,56.91
2022-01-13,45.02,70.43363636363637,93.83,56.09
2022-01-14,44.24,69.98636363636363,93.64,55.51
2022-01-15,43.74,69.47727272727273,93.43,54.83
2022-01-16,43.37,68.95818181818181,93.19,53.75
2022-01-17,42.81,68.34272727272727,92.92,52.55
2022-01-18,42.04,67.64999999999999,92.64,51.26
2022-01-19,41.43,66.99,92.26,50.09
2022-01-20,40.71,66.32727272727273,91.6,49.0
2022-01-21,39.87,65.68,90.91,48.26
2022-01-22,39.32,65.05000000000001,90.27,47.46
2022-01-23,38.83,64.43454545454546,89.56,46.32
2022-01-24,37.98,63.845454545454544,88.86,45.17
2022-01-25,37.11,63.29909090909091,88.37,43.93
2022-01-26,36.37,62.77090909090909,87.98,42.87
2022-01-27,35.83,62.27909090909091,87.59,41.98
2022-01-28,35.25,61.81272727272728,87.02,41.38
2022-01-29,35.05,61.36363636363637,86.51,40.84
2022-01-30,34.85,60.83909090909091,86.04,40.19
2022-01-31,34.35,60.31636363636364,85.88,39.52
2022-02-01,34.02,59.804545454545455,85.84,39.04
2022-02-02,33.67,59.27454545454545,85.77,38.57
2022-02-03,33.43,58.71454545454546,85.46,38.2
2022-02-04,33.25,58.157272727272726,85.08,37.97
2022-02-05,33.18,57.58909090909091,84.59,37.69
2022-02-06,33.1,56.99181818181818,83.83,37.11
2022-02-07,32.8,56.38272727272727,83.39,36.5
2022-02-08,32.57,55.75,83.04,35.8
2022-02-09,32.37,55.08363636363636,82.91,34.83
2022-02-10,31.97,54.47818181818182,82.69,33.83
2022-02-11,31.62,53.86636363636364,82.38,33.28
2022-02-12,31.39,53.28636363636363,81.98,33.07
2022-02-13,31.29,52.70636363636363,81.59,32.4
2022-02-14,31.13,52.18363636363636,81.34,31.78
2022-02-15,30.92,51.78454545454545,81.29,31.49
2022-02-16,30.72,51.42090909090909,81.31,31.1
2022-02-17,30.54,51.095454545454544,81.13,30.68
2022-02-18,30.37,50.76090909090909,80.89,30.45
2022-02-19,30.17,50.58636363636364,80.68,30.23
2022-02-20,30.06,50.224545454545456,80.48,29.96
2022-02-21,29.78,49.57545454545455,80.28,29.78
2022-02-22,29.45,49.16181818181818,80.22,29.59
2022-02-23,29.23,48.77090909090909,80.18,29.38
2022-02-24,29.14,48.358181818181826,79.95,29.07
2022-02-25,28.87,47.95636363636363,79.76,28.85
2022-02-26,28.68,47.56181818181819,79.34,28.69
2022-02-27,28.53,47.15909090909091,78.73,28.37
2022-02-28,28.12,46.74363636363637,78.17,26.88
